artnr;cross_ref;familie_code;familie_naam;omschrijving;hoek;draadsoort_1;draadmaat_1;connectie_type_1;draadsoort_2;draadmaat_2;connectie_type_2;tube_od_mm;tube_od_inch;bron_pagina
2244-02-02;2HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1/8-28;buiten;BSPP;1/8-28;buiten;;;1
2244-02-04;4-2HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1/4-19;buiten;BSPP;1/8-28;buiten;;;1
2244-04-04;4HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1/4-19;buiten;BSPP;1/4-19;buiten;;;1
2244-04-06;6-4HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;3/8-19;buiten;BSPP;1/4-19;buiten;;;1
2244-06-06;6HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;3/8-19;buiten;BSPP;3/8-19;buiten;;;1
2244-04-08;8-4HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1/2-14;buiten;BSPP;1/4-19;buiten;;;1
2244-06-08;8-6HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1/2-14;buiten;BSPP;3/8-19;buiten;;;1
2244-08-08;8HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1/2-14;buiten;BSPP;1/2-14;buiten;;;1
2244-08-10;10-8HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;5/8-14;buiten;BSPP;1/2-14;buiten;;;1
2244-10-10;10HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;5/8-14;buiten;BSPP;5/8-14;buiten;;;1
2244-04-12;12-4HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;3/4-14;buiten;BSPP;1/4-19;buiten;;;1
2244-06-12;12-6HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;3/4-14;buiten;BSPP;3/8-19;buiten;;;1
2244-08-12;12-8HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;3/4-14;buiten;BSPP;1/2-14;buiten;;;1
2244-10-12;12-10HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;3/4-14;buiten;BSPP;5/8-14;buiten;;;1
2244-12-12;12HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;3/4-14;buiten;BSPP;3/4-14;buiten;;;1
2244-08-16;16-8HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1-11;buiten;BSPP;1/2-14;buiten;;;1
2244-10-16;16-10HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1-11;buiten;BSPP;5/8-14;buiten;;;1
2244-12-16;16-12HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1-11;buiten;BSPP;3/4-14;buiten;;;1
2244-16-16;16HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1-11;buiten;BSPP;1-11;buiten;;;1
2244-12-20;20-12HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1 1/4-11;buiten;BSPP;3/4-14;buiten;;;1
2244-16-20;20-16HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1 1/4-11;buiten;BSPP;1-11;buiten;;;1
2244-20-20;20HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1 1/4-11;buiten;BSPP;1 1/4-11;buiten;;;1
2244-12-24;24-12HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1 1/2-11;buiten;BSPP;3/4-14;buiten;;;1
2244-16-24;24-16HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1 1/2-11;buiten;BSPP;1-11;buiten;;;1
2244-20-24;24-20HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1 1/2-11;buiten;BSPP;1 1/4-11;buiten;;;1
2244-24-24;24HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;1 1/2-11;buiten;BSPP;1 1/2-11;buiten;;;1
2244-24-32;32-24HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;2-11;buiten;BSPP;1 1/2-11;buiten;;;1
2244-32-32;32HMK4S;2244;Union;BSPP 60° Cone end;recht;BSPP;2-11;buiten;BSPP;2-11;buiten;;;1
2244-32-40;-;2244;Union;BSPP 60° Cone end;recht;BSPP;2-11;buiten;BSPP;2 1/2-11;buiten;;;1
2244-32-48;-;2244;Union;BSPP 60° Cone end;recht;BSPP;2-11;buiten;BSPP;3-11;buiten;;;1
2244-40-40;-;2244;Union;BSPP 60° Cone end;recht;BSPP;2 1/2-11;buiten;BSPP;2 1/2-11;buiten;;;1
2244-40-48;-;2244;Union;BSPP 60° Cone end;recht;BSPP;2 1/2-11;buiten;BSPP;3-11;buiten;;;1
2244-48-48;-;2244;Union;BSPP 60° Cone end;recht;BSPP;3-11;buiten;BSPP;3-11;buiten;;;1
2644-02-02;2EMK4S;2644;Union elbow;BSPP 60° Cone end;haaks;BSPP;1/8-28;buiten;BSPP;1/8-28;buiten;;;2
2644-04-04;4EMK4S;2644;Union elbow;BSPP 60° Cone end;haaks;BSPP;1/4-19;buiten;BSPP;1/4-19;buiten;;;2
2644-06-06;6EMK4S;2644;Union elbow;BSPP 60° Cone end;haaks;BSPP;3/8-19;buiten;BSPP;3/8-19;buiten;;;2
2644-08-08;8EMK4S;2644;Union elbow;BSPP 60° Cone end;haaks;BSPP;1/2-14;buiten;BSPP;1/2-14;buiten;;;2
2644-10-10;10EMK4S;2644;Union elbow;BSPP 60° Cone end;haaks;BSPP;5/8-14;buiten;BSPP;5/8-14;buiten;;;2
2644-12-12;12EMK4S;2644;Union elbow;BSPP 60° Cone end;haaks;BSPP;3/4-14;buiten;BSPP;3/4-14;buiten;;;2
2644-16-16;16EMK4S;2644;Union elbow;BSPP 60° Cone end;haaks;BSPP;1-11;buiten;BSPP;1-11;buiten;;;2
2644-20-20;20EMK4S;2644;Union elbow;BSPP 60° Cone end;haaks;BSPP;1 1/4-11;buiten;BSPP;1 1/4-11;buiten;;;2
2644-24-24;24EMK4S;2644;Union elbow;BSPP 60° Cone end;haaks;BSPP;1 1/2-11;buiten;BSPP;1 1/2-11;buiten;;;2
2744-02-02;2JMK4S;2744;Union tee;BSPP 60° Cone end;T-stuk;BSPP;1/8-28;buiten;BSPP;1/8-28;buiten;;;2
2744-04-04;4JMK4S;2744;Union tee;BSPP 60° Cone end;T-stuk;BSPP;1/4-19;buiten;BSPP;1/4-19;buiten;;;2
2744-06-06;6JMK4S;2744;Union tee;BSPP 60° Cone end;T-stuk;BSPP;3/8-19;buiten;BSPP;3/8-19;buiten;;;2
2744-08-08;8JMK4S;2744;Union tee;BSPP 60° Cone end;T-stuk;BSPP;1/2-14;buiten;BSPP;1/2-14;buiten;;;2
2744-10-10;10JMK4S;2744;Union tee;BSPP 60° Cone end;T-stuk;BSPP;5/8-14;buiten;BSPP;5/8-14;buiten;;;2
2744-12-12;12JMK4S;2744;Union tee;BSPP 60° Cone end;T-stuk;BSPP;3/4-14;buiten;BSPP;3/4-14;buiten;;;2
2744-16-16;16JMK4S;2744;Union tee;BSPP 60° Cone end;T-stuk;BSPP;1-11;buiten;BSPP;1-11;buiten;;;2
2744-20-20;20JMK4S;2744;Union tee;BSPP 60° Cone end;T-stuk;BSPP;1 1/4-11;buiten;BSPP;1 1/4-11;buiten;;;2
2744-24-24;24JMK4S;2744;Union tee;BSPP 60° Cone end;T-stuk;BSPP;1 1/2-11;buiten;BSPP;1 1/2-11;buiten;;;2
2448-04-04;;2448;Adjustable elbow 45°;BSP male x BSP Adjustable Male;45°;BSPP;1/4-19;buiten;BSPP;1/4-19;buiten;;;3
2448-06-06;;2448;Adjustable elbow 45°;BSP male x BSP Adjustable Male;45°;BSPP;3/8-19;buiten;BSPP;3/8-19;buiten;;;3
2448-08-08;;2448;Adjustable elbow 45°;BSP male x BSP Adjustable Male;45°;BSPP;1/2-14;buiten;BSPP;1/2-14;buiten;;;3
2448-12-12;;2448;Adjustable elbow 45°;BSP male x BSP Adjustable Male;45°;BSPP;3/4-14;buiten;BSPP;3/4-14;buiten;;;3
2448-16-16;;2448;Adjustable elbow 45°;BSP male x BSP Adjustable Male;45°;BSPP;1-11;buiten;BSPP;1-11;buiten;;;3
2448-20-20;;2448;Adjustable elbow 45°;BSP male x BSP Adjustable Male;45°;BSPP;1 1/4-11;buiten;BSPP;1 1/4-11;buiten;;;3
2648-04-04;;2648;Adjustable elbow 90°;BSP male x BSP Adjustable Male;haaks;BSPP;1/4-19;buiten;BSPP;1/4-19;buiten;;;3
2648-06-06;;2648;Adjustable elbow 90°;BSP male x BSP Adjustable Male;haaks;BSPP;3/8-19;buiten;BSPP;3/8-19;buiten;;;3
2648-08-08;;2648;Adjustable elbow 90°;BSP male x BSP Adjustable Male;haaks;BSPP;1/2-14;buiten;BSPP;1/2-14;buiten;;;3
2648-12-12;;2648;Adjustable elbow 90°;BSP male x BSP Adjustable Male;haaks;BSPP;3/4-14;buiten;BSPP;3/4-14;buiten;;;3
2648-16-16;;2648;Adjustable elbow 90°;BSP male x BSP Adjustable Male;haaks;BSPP;1-11;buiten;BSPP;1-11;buiten;;;3
2648-20-20;;2648;Adjustable elbow 90°;BSP male x BSP Adjustable Male;haaks;BSPP;1 1/4-11;buiten;BSPP;1 1/4-11;buiten;;;3
8248-04-04;4WMK4WL4NMS;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;1/4-19;buiten;BSPP;1/4-19;buiten;;;4
8248-06-06;6WMK4WL4NMS;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;3/8-19;buiten;BSPP;3/8-19;buiten;;;4
8248-08-08;8WMK4WL4NMS;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;1/2-14;buiten;BSPP;1/2-14;buiten;;;4
8248-10-10;10WMK4WL4NMS;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;5/8-14;buiten;BSPP;5/8-14;buiten;;;4
8248-12-12;12WMK4WL4NMS;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;3/4-14;buiten;BSPP;3/4-14;buiten;;;4
8248-16-16;16WMK4WL4NMS;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;1-11;buiten;BSPP;1-11;buiten;;;4
8248-20-20;20WMK4WL4NMS;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;1 1/4-11;buiten;BSPP;1 1/4-11;buiten;;;4
8248-24-24;24WMK4WL4NMS;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;1 1/2-11;buiten;BSPP;1 1/2-11;buiten;;;4
8248-32-32;-;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;2-11;buiten;BSPP;2-11;buiten;;;4
8248-40-40;-;8248;Bulkhead union;BSPP 60° Cone end / Supplied with locknut;recht;BSPP;2 1/2-11;buiten;BSPP;2 1/2-11;buiten;;;4
2142-02;1/8HP3MS;2142;Hexagon head plug;Male BSPT thread;n.v.t.;BSPT;1/8-28;buiten;;;;;;4
2142-04;1/4HP3MS;2142;Hexagon head plug;Male BSPT thread;n.v.t.;BSPT;1/4-19;buiten;;;;;;4
2142-06;3/8HP3MS;2142;Hexagon head plug;Male BSPT thread;n.v.t.;BSPT;3/8-19;buiten;;;;;;4
2142-08;1/2HP3MS;2142;Hexagon head plug;Male BSPT thread;n.v.t.;BSPT;1/2-14;buiten;;;;;;4
2142-12;3/4HP3MS;2142;Hexagon head plug;Male BSPT thread;n.v.t.;BSPT;3/4-14;buiten;;;;;;4
2142-16;1HP3MS;2142;Hexagon head plug;Male BSPT thread;n.v.t.;BSPT;1-11;buiten;;;;;;4
2142-20;-;2142;Hexagon head plug;Male BSPT thread;n.v.t.;BSPT;1 1/4-11;buiten;;;;;;4
2140-02;2PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;1/8-28;buiten;;;;;;5
2140-04;4PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;1/4-19;buiten;;;;;;5
2140-06;6PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;3/8-19;buiten;;;;;;5
2140-08;8PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;1/2-14;buiten;;;;;;5
2140-10;10PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;5/8-14;buiten;;;;;;5
2140-12;12PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;3/4-14;buiten;;;;;;5
2140-16;16PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;1-11;buiten;;;;;;5
2140-20;20PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;1 1/4-11;buiten;;;;;;5
2140-24;24PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;1 1/2-11;buiten;;;;;;5
2140-32;32PNMK4S;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;2-11;buiten;;;;;;5
2140-40;-;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;2 1/2-11;buiten;;;;;;5
2140-48;-;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;3-11;buiten;;;;;;5
2140-56;-;2140;Plug;BSPP 60° blanking plug;n.v.t.;BSPP;3 1/2-11;buiten;;;;;;5
2113-02;2FNMK4S;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;1/8-28;binnen;;;;;;5
2113-04;4FNMK4S;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;1/4-19;binnen;;;;;;5
2113-06;6FNMK4S;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;3/8-19;binnen;;;;;;5
2113-08;8FNMK4S;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;1/2-14;binnen;;;;;;5
2113-10;10FNMK4S;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;5/8-14;binnen;;;;;;5
2113-12;12FNMK4S;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;3/4-14;binnen;;;;;;5
2113-16;16FNMK4S;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;1-11;binnen;;;;;;5
2113-20;20FNMK4S;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;1 1/4-11;binnen;;;;;;5
2113-24;24FNMK4S;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;1 1/2-11;binnen;;;;;;5
2113-32;-;2113;Cap;BSPP 60° blanking cap;n.v.t.;BSPP;2-11;binnen;;;;;;5
8244-02-02;1/8GG44MS;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1/8-28;binnen;BSPP;1/8-28;binnen;;;6
8244-02-04;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1/8-28;binnen;BSPP;1/4-19;binnen;;;6
8244-04-04;1/4GG44MS;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1/4-19;binnen;BSPP;1/4-19;binnen;;;6
8244-04-06;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1/4-19;binnen;BSPP;3/8-19;binnen;;;6
8244-06-06;3/8GG44MS;8244;Female thread coupling;Female BSPP thread;recht;BSPP;3/8-19;binnen;BSPP;3/8-19;binnen;;;6
8244-06-08;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;3/8-19;binnen;BSPP;1/2-14;binnen;;;6
8244-06-12;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;3/8-19;binnen;BSPP;3/4-14;binnen;;;6
8244-04-08;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1/4-19;binnen;BSPP;1/2-14;binnen;;;6
8244-06-08;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;3/8-16;binnen;BSPP;1/2-14;binnen;;;6
8244-08-08;1/2GG44MS;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1/2-14;binnen;BSPP;1/2-14;binnen;;;6
8244-08-10;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1/2-14;binnen;BSPP;5/8-14;binnen;;;6
8244-08-12;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1/2-14;binnen;BSPP;3/4-14;binnen;;;6
8244-08-16;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1/2-14;binnen;BSPP;1-11;binnen;;;6
8244-10-10;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;5/8-14;binnen;BSPP;5/8-14;binnen;;;6
8244-10-12;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;5/8-14;binnen;BSPP;3/4-14;binnen;;;6
8244-12-12;3/4GG44MS;8244;Female thread coupling;Female BSPP thread;recht;BSPP;3/4-14;binnen;BSPP;3/4-14;binnen;;;6
8244-12-16;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;3/4-14;binnen;BSPP;1-11;binnen;;;6
8244-16-16;1GG44MS;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1-11;binnen;BSPP;1-11;binnen;;;6
8244-16-20;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1-11;binnen;BSPP;1 1/4-11;binnen;;;6
8244-20-20;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1 1/4-11;binnen;BSPP;1 1/4-11;binnen;;;6
8244-20-24;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1 1/4-11;binnen;BSPP;1 1/2-11;binnen;;;6
8244-24-24;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1 1/2-11;binnen;BSPP;1 1/2-11;binnen;;;6
8244-24-32;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;1 1/2-11;binnen;BSPP;2-11;binnen;;;6
8244-32-32;-;8244;Female thread coupling;Female BSPP thread;recht;BSPP;2-11;binnen;BSPP;2-11;binnen;;;6
8284-04-04;;8284;Heavy welding socket;Female BSPP thread / H / D;n.v.t.;BSPP;1/4-19;binnen;;;;;;7
8284-06-06;;8284;Heavy welding socket;Female BSPP thread / H / D;n.v.t.;BSPP;3/8-19;binnen;;;;;;7
8284-08-08;;8284;Heavy welding socket;Female BSPP thread / H / D;n.v.t.;BSPP;1/2-14;binnen;;;;;;7
8284-12-12;;8284;Heavy welding socket;Female BSPP thread / H / D;n.v.t.;BSPP;3/4-14;binnen;;;;;;7
8284-16-16;;8284;Heavy welding socket;Female BSPP thread / H / D;n.v.t.;BSPP;1-11;binnen;;;;;;7
8284-20-20;;8284;Heavy welding socket;Female BSPP thread / H / D;n.v.t.;BSPP;1 1/4-11;binnen;;;;;;7
8284-24-24;;8284;Heavy welding socket;Female BSPP thread / H / D;n.v.t.;BSPP;1 1/2-11;binnen;;;;;;7
8284-32-32;;8284;Heavy welding socket;Female BSPP thread / H / D;n.v.t.;BSPP;2-11;binnen;;;;;;7
2213-04-04;4H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;1/4-19;wartelend;BSPP;1/4-19;wartelend;;;8
2213-04-06;6-4H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;3/8-19;wartelend;BSPP;1/4-19;wartelend;;;8
2213-06-06;6H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;3/8-19;wartelend;BSPP;3/8-19;wartelend;;;8
2213-04-08;8-4H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;1/2-14;wartelend;BSPP;1/4-19;wartelend;;;8
2213-06-08;8-6H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;1/2-14;wartelend;BSPP;3/8-19;wartelend;;;8
2213-08-08;8H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;1/2-14;wartelend;BSPP;1/2-14;wartelend;;;8
2213-10-10;10H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;5/8-14;wartelend;BSPP;5/8-14;wartelend;;;8
2213-08-12;12-8H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;3/4-14;wartelend;BSPP;1/2-14;wartelend;;;8
2213-12-12;12H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;3/4-14;wartelend;BSPP;3/4-14;wartelend;;;8
2213-16-16;16H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;1-11;wartelend;BSPP;1-11;wartelend;;;8
2213-20-20;20H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;1 1/4-11;wartelend;BSPP;1 1/4-11;wartelend;;;8
2213-24-24;24H6MK4S;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;1 1/2-11;wartelend;BSPP;1 1/2-11;wartelend;;;8
2213-32-32;-;2213;Swivel nut union;BSPP 60° Female swivel ends;recht;BSPP;2-11;wartelend;BSPP;2-11;wartelend;;;8
2813-02-02;;2813;Swivel nut swept elbow 45°;BSPP 60° Female swivel ends;45°;BSPP;1/8-28;wartelend;BSPP;1/8-28;wartelend;;;9
2813-04-04;;2813;Swivel nut swept elbow 45°;BSPP 60° Female swivel ends;45°;BSPP;1/4-19;wartelend;BSPP;1/4-19;wartelend;;;9
2813-06-06;;2813;Swivel nut swept elbow 45°;BSPP 60° Female swivel ends;45°;BSPP;3/8-19;wartelend;BSPP;3/8-19;wartelend;;;9
2813-08-08;;2813;Swivel nut swept elbow 45°;BSPP 60° Female swivel ends;45°;BSPP;1/2-14;wartelend;BSPP;1/2-14;wartelend;;;9
2813-12-12;;2813;Swivel nut swept elbow 45°;BSPP 60° Female swivel ends;45°;BSPP;3/4-14;wartelend;BSPP;3/4-14;wartelend;;;9
2813-16-16;;2813;Swivel nut swept elbow 45°;BSPP 60° Female swivel ends;45°;BSPP;1-11;wartelend;BSPP;1-11;wartelend;;;9
2813-20-20;;2813;Swivel nut swept elbow 45°;BSPP 60° Female swivel ends;45°;BSPP;1 1/4-11;wartelend;BSPP;1 1/4-11;wartelend;;;9
2813-24-24;;2813;Swivel nut swept elbow 45°;BSPP 60° Female swivel ends;45°;BSPP;1 1/2-11;wartelend;BSPP;1 1/2-11;wartelend;;;9
2813-32-32;;2813;Swivel nut swept elbow 45°;BSPP 60° Female swivel ends;45°;BSPP;2-11;wartelend;BSPP;2-11;wartelend;;;9
2913-02-02;;2913;Swivel nut swept elbow 90°;BSPP 60° Female swivel ends;haaks;BSPP;1/8-28;wartelend;BSPP;1/8-28;wartelend;;;9
2913-04-04;;2913;Swivel nut swept elbow 90°;BSPP 60° Female swivel ends;haaks;BSPP;1/4-19;wartelend;BSPP;1/4-19;wartelend;;;9
2913-06-06;;2913;Swivel nut swept elbow 90°;BSPP 60° Female swivel ends;haaks;BSPP;3/8-19;wartelend;BSPP;3/8-19;wartelend;;;9
2913-08-08;;2913;Swivel nut swept elbow 90°;BSPP 60° Female swivel ends;haaks;BSPP;1/2-14;wartelend;BSPP;1/2-14;wartelend;;;9
2913-12-12;;2913;Swivel nut swept elbow 90°;BSPP 60° Female swivel ends;haaks;BSPP;3/4-14;wartelend;BSPP;3/4-14;wartelend;;;9
2913-16-16;;2913;Swivel nut swept elbow 90°;BSPP 60° Female swivel ends;haaks;BSPP;1-11;wartelend;BSPP;1-11;wartelend;;;9
2913-20-20;;2913;Swivel nut swept elbow 90°;BSPP 60° Female swivel ends;haaks;BSPP;1 1/4-11;wartelend;BSPP;1 1/4-11;wartelend;;;9
2913-24-24;;2913;Swivel nut swept elbow 90°;BSPP 60° Female swivel ends;haaks;BSPP;1 1/2-11;wartelend;BSPP;1 1/2-11;wartelend;;;9
2913-32-32;;2913;Swivel nut swept elbow 90°;BSPP 60° Female swivel ends;haaks;BSPP;2-11;wartelend;BSPP;2-11;wartelend;;;9
2242-02-02;1/8FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;1/8-28;buiten;BSPT;1/8-28;buiten;;;10
2242-02-04;1/4X1/8FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;1/4-19;buiten;BSPT;1/8-28;buiten;;;10
2242-04-04;1/4FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;1/4-19;buiten;BSPT;1/4-19;buiten;;;10
2242-04-06;3/8X1/4FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;3/8-19;buiten;BSPT;1/4-19;buiten;;;10
2242-06-06;3/8FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;3/8-19;buiten;BSPT;3/8-19;buiten;;;10
2442-04-08;1/2X1/4FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;1/2-14;buiten;BSPT;1/4-19;buiten;;;10
2242-06-08;3/8X1/2FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;1/2-14;buiten;BSPT;3/8-19;buiten;;;10
2242-08-08;1/2FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;1/2-14;buiten;BSPT;1/2-14;buiten;;;10
2442-08-12;3/4X1/2FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;3/4-14;buiten;BSPT;1/2-14;buiten;;;10
2242-12-12;3/4FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;3/4-14;buiten;BSPT;3/4-14;buiten;;;10
2242-12-16;1X3/4FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;1-11;buiten;BSPT;3/4-14;buiten;;;10
2242-16-16;1FF33MS;2242;Male nipple;Male BSPT thread;recht;BSPT;1-11;buiten;BSPT;1-11;buiten;;;10
2242-16-20;-;2242;Male nipple;Male BSPT thread;recht;BSPT;1-11;buiten;BSPT;1 1/4-11;buiten;;;10
2242-16-24;-;2242;Male nipple;Male BSPT thread;recht;BSPT;1-11;buiten;BSPT;1 1/2-11;buiten;;;10
2242-16-32;-;2242;Male nipple;Male BSPT thread;recht;BSPT;1-11;buiten;BSPT;2-11;buiten;;;10
2242-20-20;-;2242;Male nipple;Male BSPT thread;recht;BSPT;1 1/4-11;buiten;BSPT;1 1/4-11;buiten;;;10
2242-20-24;-;2242;Male nipple;Male BSPT thread;recht;BSPT;1 1/4-11;buiten;BSPT;1 1/2-11;buiten;;;10
2242-24-24;-;2242;Male nipple;Male BSPT thread;recht;BSPT;1 1/2-11;buiten;BSPT;1 1/2-11;buiten;;;10
2242-24-32;-;2242;Male nipple;Male BSPT thread;recht;BSPT;1 1/2-11;buiten;BSPT;2-11;buiten;;;10
2242-32-32;-;2242;Male nipple;Male BSPT thread;recht;BSPT;2-11;buiten;BSPT;2-11;buiten;;;10
2243-02-02;-;2243;Swivel male stud;BSPP 60° cone end / BSPP 60° Female swivel end;recht;BSPP;1/8-28;buiten;BSPP;1/8-28;wartelend;;;11
2243-02-04;-;2243;Swivel male stud;BSPP 60° cone end / BSPP 60° Female swivel end;recht;BSPP;1/8-28;buiten;BSPP;1/4-19;wartelend;;;11
2243-04-04;4-4F6MK4S;2243;Swivel male stud;BSPP 60° cone end / BSPP 60° Female swivel end;recht;BSPP;1/4-19;buiten;BSPP;1/4-19;wartelend;;;11
2243-04-02;-;2243;Swivel male stud;BSPP 60° cone end / BSPP 60° Female swivel end;recht;BSPP;1/4-19;buiten;BSPP;1/8-28;wartelend;;;11
2243-04-06;6-4F6MK4S;2243;Swivel male stud;BSPP 60° cone end / BSPP 60° Female swivel end;recht;BSPP;1/4-19;buiten;BSPP;3/8-19;wartelend;;;11
2243-04-08;4-8F6MK4S;2243;Swivel male stud;BSPP 60° cone end / BSPP 60° Female swivel end;recht;BSPP;1/4-19;buiten;BSPP;1/2-14;wartelend;;;11
2243-06-06;6-6F6MK4S;2243;Swivel male stud;BSPP 60° cone end / BSPP 60° Female swivel end;recht;BSPP;3/8-19;buiten;BSPP;3/8-19;wartelend;;;11
