artnr;cross_ref;familie_code;familie_naam;omschrijving;hoek;draadsoort_1;draadmaat_1;connectie_type_1;draadsoort_2;draadmaat_2;connectie_type_2;tube_od_mm;tube_od_inch;bron_pagina
2225-16-16;16FMTXS;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;1-11.5;buiten;JIC;1 5/16-12;buiten;25;1;61
2225-08-16;16-8 FTX-S;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;1/2-14;buiten;JIC;1 5/16-12;buiten;25;1;61
2225-12-16;16-12FMTXS;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;3/4-14;buiten;JIC;1 5/16-12;buiten;25;1;61
2225-20-16;16-20 FTX-S;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;1 1/4-11.5;buiten;JIC;1 5/16-12;buiten;25;1;61
2225-20-20;20FMTXS;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;1 1/4-11.5;buiten;JIC;1 5/8-12;buiten;28, 30, 32;1 1/4;61
2225-16-20;20-16 FTX-S;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;1-11.5;buiten;JIC;1 5/8-12;buiten;28, 30, 32;1 1/4;61
2225-24-24;24FMTXS;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;1 1/2-11.5;buiten;JIC;1 7/8-12;buiten;35, 38;1 1/2;61
2225-16-24;24-16 FTX-S;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;1-11.5;buiten;JIC;1 7/8-12;buiten;35, 38;1 1/2;61
2225-20-24;24-20 FTX-S;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;1 1/4-11.5;buiten;JIC;1 7/8-12;buiten;35, 38;1 1/2;61
2225-32-24;24-32 FTX-S;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;2-11.5;buiten;JIC;1 7/8-12;buiten;35, 38;1 1/2;61
2225-32-32;32 FTX-S;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;2-11.5;buiten;JIC;2 1/2-12;buiten;;2;61
2225-24-32;32-24 FTX-S;2225;Male stud connector;Triple-Lok® 37° Flare end / Male NPTF thread;recht;NPT/NPTF;1 1/2-11.5;buiten;JIC;2 1/2-12;buiten;;2;61
2226-04-10;4M10F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;7/16-20;buiten;Metric;M 10×1.0;buiten;6;1/4;62
2226-04-12;4M12F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;7/16-20;buiten;Metric;M 12×1.5;buiten;6;1/4;62
2226-05-10;5M10F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1/2-20;buiten;Metric;M 10×1.0;buiten;8;5/16;62
2226-05-12;5M12F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1/2-20;buiten;Metric;M 12×1.5;buiten;8;5/16;62
2226-05-14;5M14F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1/2-20;buiten;Metric;M 14×1.5;buiten;8;5/16;62
2226-06-12;6M12F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;9/16-18;buiten;Metric;M 12×1.5;buiten;10;3/8;62
2226-06-14;6M14F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;9/16-18;buiten;Metric;M 14×1.5;buiten;10;3/8;62
2226-06-16;6M16F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;9/16-18;buiten;Metric;M 16×1.5;buiten;10;3/8;62
2226-06-18;6M18F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;9/16-18;buiten;Metric;M 18×1.5;buiten;10;3/8;62
2226-06-22;6M22F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;9/16-18;buiten;Metric;M 22×1.5;buiten;10;3/8;62
2226-08-14;8M14F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;3/4-16;buiten;Metric;M 14×1.5;buiten;12;1/2;62
2226-08-16;8M16F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;3/4-16;buiten;Metric;M 16×1.5;buiten;12;1/2;62
2226-08-18;8M18F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;3/4-16;buiten;Metric;M 18×1.5;buiten;12;1/2;62
2226-08-22;8M22F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;3/4-16;buiten;Metric;M 22×1.5;buiten;12;1/2;62
2226-10-18;10M18F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;7/8-14;buiten;Metric;M 18×1.5;buiten;14, 15, 16;5/8;62
2226-10-22;10M22F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;7/8-14;buiten;Metric;M 22×1.5;buiten;14, 15, 16;5/8;62
2226-12-18;12M18F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1 1/16-12;buiten;Metric;M 18×1.5;buiten;18, 20;3/4;62
2226-12-22;12M22F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1 1/16-12;buiten;Metric;M 22×1.5;buiten;18, 20;3/4;62
2226-12-26;12M26F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1 1/16-12;buiten;Metric;M 26×1.5;buiten;18, 20;3/4;62
2226-12-27;12M27F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1 1/16-12;buiten;Metric;M 27×2.0;buiten;18, 20;3/4;62
2226-16-26;16M26F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1 5/16-12;buiten;Metric;M 26×1.5;buiten;25;1;62
2226-16-27;16M27F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1 5/16-12;buiten;Metric;M 27×2.0;buiten;25;1;62
2226-16-33;16M33F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1 5/16-12;buiten;Metric;M 33×2.0;buiten;25;1;62
2226-20-42;20M42F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1 5/8-12;buiten;Metric;M 42×2.0;buiten;28, 30, 32;1 1/4;62
2226-24-48;24M48F82EDMXS;2226;Male stud connector;Triple-Lok® 37° Flare end / Male metric thread – ED seal;recht;JIC;1 7/8-12;buiten;Metric;M 48×2.0;buiten;35, 38;1 1/2;62
8241-04-02;4F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;7/16-20;wartelend;BSPP;1/8-28;buiten;6;1/4;63
8241-04-04;4-4F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;7/16-20;wartelend;BSPP;1/4-19;buiten;6;1/4;63
8241-05-02;5F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1/2-20;wartelend;BSPP;1/8-28;buiten;8;5/16;63
8241-05-04;5-4F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1/2-20;wartelend;BSPP;1/4-19;buiten;8;5/16;63
8241-06-04;6F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;9/16-18;wartelend;BSPP;1/4-19;buiten;10;3/8;63
8241-06-06;6-6F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;9/16-18;wartelend;BSPP;3/8-19;buiten;10;3/8;63
8241-08-06;8F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;3/4-16;wartelend;BSPP;3/8-19;buiten;12;1/2;63
8241-08-04;8-4F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;3/4-16;wartelend;BSPP;1/4-19;buiten;12;1/2;63
8241-08-08;8-8F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;3/4-16;wartelend;BSPP;1/2-14;buiten;12;1/2;63
8241-10-08;10F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;7/8-14;wartelend;BSPP;1/2-14;buiten;14, 15, 16;5/8;63
8241-10-06;10-6F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;7/8-14;wartelend;BSPP;3/8-19;buiten;14, 15, 16;5/8;63
8241-12-10;10-12F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1 1/16-12;wartelend;BSPP;5/8-14;buiten;;;63
8241-12-12;12F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1 1/16-12;wartelend;BSPP;3/4-14;buiten;18, 20;3/4;63
8241-12-08;12-8F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1 1/16-12;wartelend;BSPP;1/2-14;buiten;18, 20;3/4;63
8241-16-16;16F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1 5/16-12;wartelend;BSPP;1-11;buiten;25;1;63
8241-16-12;16-12F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1 5/16-12;wartelend;BSPP;3/4-14;buiten;25;1;63
8241-20-20;20F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1 5/8-12;wartelend;BSPP;1 1/4-11;buiten;28, 30, 33;1 1/4;63
8241-20-16;20-16F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1 5/8-12;wartelend;BSPP;1-11;buiten;28, 30, 32;1 1/4;63
8241-24-24;24F642EDMXS;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;1 7/8-12;wartelend;BSPP;1 1/2-11;buiten;35, 38;1 1/2;63
8241-32-32;-;8241;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male BSPP thread – ED seal;recht;JIC;2 1/2-12;wartelend;BSPP;2-11;buiten;;2;63
8242-04-04;4F65OMXS;8242;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male UN/UNF thread – O-ring;recht;JIC;7/16-20;wartelend;UN/UNF;7/16-20;buiten;6;1/4;64
8242-05-05;5F65OMXS;8242;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male UN/UNF thread – O-ring;recht;JIC;1/2-20;wartelend;UN/UNF;1/2-20;buiten;8;5/16;64
8242-06-06;6F65OMXS;8242;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male UN/UNF thread – O-ring;recht;JIC;9/16-18;wartelend;UN/UNF;9/16-18;buiten;10;3/8;64
8242-08-08;8 F65OX-S;8242;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male UN/UNF thread – O-ring;recht;JIC;3/4-16;wartelend;UN/UNF;3/4-16;buiten;12;1/2;64
8242-10-10;10 F65OX-S;8242;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male UN/UNF thread – O-ring;recht;JIC;7/8-14;wartelend;UN/UNF;7/8-14;buiten;14, 15, 16;5/8;64
8242-12-12;12 F65OX-S;8242;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male UN/UNF thread – O-ring;recht;JIC;1 1/16-12;wartelend;UN/UNF;1 1/16-12;buiten;18, 20;3/4;64
8242-16-16;16 F65OX-S;8242;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male UN/UNF thread – O-ring;recht;JIC;1 5/16-12;wartelend;UN/UNF;1 5/16-12;buiten;25;1;64
8242-20-20;20 F65OX-S;8242;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male UN/UNF thread – O-ring;recht;JIC;1 5/8-12;wartelend;UN/UNF;1 5/8-12;buiten;28, 30, 32;1 1/4;64
8249-04-10;4M10F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;7/16-20;wartelend;Metric;M 10×1.0;buiten;6;1/4;65
8249-05-12;5M12F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;1/2-20;wartelend;Metric;M 12×1.5;buiten;8;5/16;65
8249-06-14;6M14F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;9/16-18;wartelend;Metric;M 14×1.5;buiten;10;3/8;65
8249-08-16;8M16F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;3/4-16;wartelend;Metric;M 16×1.5;buiten;12;1/2;65
8249-08-18;8M18F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;3/4-16;wartelend;Metric;M 18×1.5;buiten;12;1/2;65
8249-10-18;10M18F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;7/8-14;wartelend;Metric;M 18×1.5;buiten;14, 15, 16;5/8;65
8249-10-22;10M22F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;7/8-14;wartelend;Metric;M 22×1.5;buiten;14, 15, 16;5/8;65
8249-12-22;12M22F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;1 1/16-12;wartelend;Metric;M 22×1.5;buiten;18, 20;3/4;65
8249-12-27;12M27F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;1 1/16-12;wartelend;Metric;M 27×2.0;buiten;18, 20;3/4;65
8249-16-33;16M33F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;1 5/16-12;wartelend;Metric;M 33×2.0;buiten;25;1;65
8249-20-42;20M42F682EDMXS;8249;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male metric thread – ED seal;recht;JIC;1 5/8-12;wartelend;Metric;M 42×2.0;buiten;28, 30, 32;1 1/4;65
8254-02-04;4 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1/8-27;buiten;JIC;7/16-20;wartelend;6;1/4;66
8254-04-04;4-4 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1/4-18;buiten;JIC;7/16-20;wartelend;6;1/4;66
8254-02-05;5F6MXS;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1/8-27;buiten;JIC;1/2-20;wartelend;8;5/16;66
8254-04-05;5-4 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1/4-18;buiten;JIC;1/2-20;wartelend;8;5/16;66
8254-04-06;6 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1/4-18;buiten;JIC;9/16-18;wartelend;10;3/8;66
8254-06-06;6-6 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;3/8-18;buiten;JIC;9/16-18;wartelend;10;3/8;66
8254-06-08;8 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;3/8-18;buiten;JIC;3/4-16;wartelend;12;1/2;66
8254-04-08;8-4F6MXS;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1/4-18;buiten;JIC;3/4-16;wartelend;12;1/2;66
8254-08-08;8-8 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1/2-14;buiten;JIC;3/4-16;wartelend;12;1/2;66
8254-08-10;10 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1/2-14;buiten;JIC;7/8-14;wartelend;14, 15, 16;5/8;66
8254-06-10;10-6 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;3/8-18;buiten;JIC;7/8-14;wartelend;14, 15, 16;5/8;66
8254-12-12;12 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;3/4-14;buiten;JIC;1 1/16-12;wartelend;18, 20;3/4;66
8254-08-12;12-8 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1/2-14;buiten;JIC;1 1/16-12;wartelend;18, 20;3/4;66
8254-16-16;16 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1-11.5;buiten;JIC;1 5/16-12;wartelend;25;1;66
8254-12-16;16-12 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;3/4-14;buiten;JIC;1 5/16-12;wartelend;25;1;66
8254-20-20;20 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1 1/4-11.5;buiten;JIC;1 5/8-12;wartelend;28, 30, 32;1 1/4;66
8254-24-24;24 F6X-S;8254;Swivel male stud;Triple-Lok® 37° Flare female swivel end / Male NPT thread;recht;NPT/NPTF;1 1/2-11.5;buiten;JIC;1 7/8-12;wartelend;35, 38;1 1/2;66
8623-02-02;2 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;5/16-24;buiten;UN/UNF;5/16-24;buiten;;1/8;67
8623-03-03;3 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;3/8-24;buiten;UN/UNF;3/8-24;buiten;;3/16;67
8623-04-04;4C5OMXS;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;7/16-20;buiten;UN/UNF;7/16-20;buiten;6;1/4;67
8623-04-06;4-6 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;7/16-20;buiten;UN/UNF;9/16-18;buiten;6;1/4;67
8623-05-05;5C5OMXS;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1/2-20;buiten;UN/UNF;1/2-20;buiten;8;5/16;67
8623-05-04;5-4 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1/2-20;buiten;UN/UNF;7/16-20;buiten;8;5/16;67
8623-05-06;5-6 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1/2-20;buiten;UN/UNF;9/16-18;buiten;8;5/16;67
8623-06-06;6C5OMXS;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;9/16-18;buiten;UN/UNF;9/16-18;buiten;10;3/8;67
8623-06-04;6-4 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;9/16-18;buiten;UN/UNF;7/16-20;buiten;10;3/8;67
8623-06-05;6-5 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;9/16-18;buiten;UN/UNF;1/2-20;buiten;10;3/8;67
8623-06-08;6-8 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;9/16-18;buiten;UN/UNF;3/4-16;buiten;10;3/8;67
8623-06-10;6-10 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;9/16-18;buiten;UN/UNF;7/8-14;buiten;10;3/8;67
8623-08-08;8C5OMXS;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;3/4-16;buiten;UN/UNF;3/4-16;buiten;12;1/2;67
8623-08-04;8-4 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;3/4-16;buiten;UN/UNF;7/16-20;buiten;12;1/2;67
8623-08-06;8-6 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;3/4-16;buiten;UN/UNF;9/16-18;buiten;12;1/2;67
8623-08-10;8-10C5OMXS;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;3/4-16;buiten;UN/UNF;7/8-14;buiten;12;1/2;67
8623-08-12;8-12 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;3/4-16;buiten;UN/UNF;1 1/16-12;buiten;12;1/2;67
8623-10-10;10C5OMXS;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;7/8-14;buiten;UN/UNF;7/8-14;buiten;14, 15, 16;5/8;67
8623-10-06;10-6 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;7/8-14;buiten;UN/UNF;9/16-18;buiten;14, 15, 16;5/8;67
8623-10-08;10-6 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;7/8-14;buiten;UN/UNF;9/16-18;buiten;14, 15, 16;5/8;67
8623-10-12;10-12 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;7/8-14;buiten;UN/UNF;1 1/16-12;buiten;14, 15, 16;5/8;67
8623-10-16;10-16 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;7/8-14;buiten;UN/UNF;1 5/16-12;buiten;14, 15, 16;5/8;67
8623-12-12;12C5OMXS;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 1/16-12;buiten;UN/UNF;1 1/16-12;buiten;18, 20;3/4;67
8623-12-08;12-8 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 1/16-12;buiten;UN/UNF;3/4-16;buiten;18, 20;3/4;67
8623-12-10;12-10C5OMXS;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 1/16-12;buiten;UN/UNF;7/8-14;buiten;18, 20;3/4;67
8623-12-16;12-16 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 1/16-12;buiten;UN/UNF;1 5/16-12;buiten;18, 20;3/4;67
8623-14-14;14 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 3/16-12;buiten;UN/UNF;1 3/16-12;buiten;22;7/8;67
8623-16-16;16C5OMXS;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 5/16-12;buiten;UN/UNF;1 5/16-12;buiten;25;1;67
8623-12-16;16-12 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 5/16-12;buiten;UN/UNF;1 1/16-12;buiten;25;1;67
8623-20-16;16-20 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 5/16-12;buiten;UN/UNF;1 5/8-12;buiten;25;1;67
8623-20-20;20 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 5/8-12;buiten;UN/UNF;1 5/8-12;buiten;28, 30, 32;1 1/4;67
8623-16-20;20-16 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 5/8-12;buiten;UN/UNF;1 5/16-12;buiten;28, 30, 32;1 1/4;67
8623-24-20;20-24 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 5/8-12;buiten;UN/UNF;1 7/8-12;buiten;28, 30, 32;1 1/4;67
8623-24-24;24 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 7/8-12;buiten;UN/UNF;1 7/8-12;buiten;35, 38;1 1/2;67
8623-20-24;24-20 C5OX-S;8623;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable UN/UNF thread – O-ring;haaks;JIC;1 7/8-12;buiten;UN/UNF;1 5/8-12;buiten;35, 38;1 1/2;67
2624-04-02;4C4OMXS;2624;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable BSPP thread O-ring + retaining ring;haaks;JIC;7/16-20;buiten;BSPP;1/8-28;buiten;6;1/4;68
2624-04-04;4-4C4OMXS;2624;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable BSPP thread O-ring + retaining ring;haaks;JIC;7/16-20;buiten;BSPP;1/4-19;buiten;6;1/4;68
2624-04-06;4-6C4OMXS;2624;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable BSPP thread O-ring + retaining ring;haaks;JIC;7/16-20;buiten;BSPP;3/8-19;buiten;6;1/4;68
2624-05-02;5C4OMXS;2624;Male stud elbow;Triple-Lok® 37° Flare end / Adjustable BSPP thread O-ring + retaining ring;haaks;JIC;1/2-20;buiten;BSPP;1/8-28;buiten;8;5/16;68
